date,open,close,high,low,volume,isOpen
2020/6/4,60.41,60.04,61.13,59.64,10587298,1
2020/6/5,60.93,63.12,63.2,60.26,26577672,1
2020/6/8,62.92,62.71,63.75,62.37,17265256,1
2020/6/9,62.92,61.9,64.33,61.61,20468120,1
2020/6/10,62.18,60.98,62.34,60.61,18642234,1
2020/6/11,61.79,62.76,64.12,61.43,28057614,1
2020/6/12,61.32,61.4,61.85,60.56,17571230,1
2020/6/15,62.42,62.42,63.8,61.17,19598030,1
2020/6/16,63.72,64.02,64.38,63.05,21437827,1
2020/6/17,63.92,64.03,64.03,62.28,14455522,1
2020/6/18,63.72,66.66,66.68,62.86,27937551,1
2020/6/19,66.61,66.91,68.6,66.22,22088939,1
2020/6/22,66.52,67.92,68.7,66.21,19649545,1
2020/6/23,67.49,70.94,72,66.92,26069418,1
2020/6/24,71.01,71.61,72.97,70.67,19692215,1
2020/6/29,71.41,70.51,72.34,70.21,17358890,1
2020/6/30,71.32,71.71,72.76,70.78,17003926,1
2020/7/1,73.12,72.38,75.36,70.94,23538149,1
2020/7/2,72.54,72.05,74.52,71.71,21433668,1
2020/7/3,73.21,79.25,79.25,73.14,45594652,1
2020/7/6,79.23,80.8,81.49,77.32,46178972,1
2020/7/7,84.66,82.9,88.39,82.9,46727815,1
2020/7/8,81.84,82.65,84.18,81.76,31954723,1
2020/7/9,82.65,84.36,86.19,81.36,32837568,1
2020/7/10,84.37,88.89,92.25,82.95,39651492,1
2020/7/13,92.49,97.78,97.78,92.18,58058232,1
2020/7/14,97.78,96.43,97.79,90.47,53704641,1
2020/7/15,96.88,94.38,97.17,92.58,38917248,1
2020/7/16,94.28,84.95,95.38,84.95,56115388,1
2020/7/17,82.92,81.49,85.26,79.97,43149720,1
2020/7/20,83.6,87.06,89.19,81.51,43225970,1
2020/7/21,89.79,87.98,91.22,87.57,31761132,1
2020/7/22,85.89,87.08,89.37,85.4,26987535,1
2020/7/23,85.95,88.88,88.89,85.48,32768788,1
2020/7/24,87.67,82.9,88.03,82.4,38864972,1
2020/7/27,83.4,83.42,85.1,82.2,20908453,1
2020/7/28,85.87,83.81,86.55,82.9,21670607,1
2020/7/29,83.21,86.82,87.39,82.42,28832862,1
2020/7/30,86.91,84.9,87.52,84.2,22476796,1
2020/7/31,84.86,85.29,86.55,83.36,25843940,1
2020/8/3,85.31,86.06,86.39,84.3,28064731,1
2020/8/4,86.84,88.89,90.89,86.77,38442668,1
2020/8/5,88.89,88.04,88.89,86.47,19046010,1
2020/8/6,88.7,88.62,89.49,86.89,20558444,1
2020/8/7,87.49,85.28,88.65,83.71,24627578,1
2020/8/10,83.69,81.88,84.25,79.9,33695151,1
2020/8/11,81.8,80.9,83.1,80.85,19441070,1
2020/8/12,81.08,81.88,81.88,78.35,22124269,1
2020/8/13,83.4,81.7,83.7,81.55,13599434,1
2020/8/14,82,81.83,82.49,79.9,12076822,1
2020/8/17,82.1,82.82,83.13,81.23,15121714,1
2020/8/18,83.97,82.14,84.47,81.76,16163349,1
2020/8/19,81.36,79.61,81.6,79.48,18745218,1
2020/8/20,79.6,78.51,79.96,78.06,12278582,1
2020/8/21,79.96,79.54,80.6,78.86,11196158,1
2020/8/24,79.86,81.4,82.24,79.65,17136648,1
2020/8/25,80.96,81.2,82.84,80.46,14517908,1
2020/8/26,81.96,83.38,85.27,81.64,32063219,1
2020/8/27,86.46,85.38,87.51,84.66,25216124,1
2020/8/28,84.96,85.35,86.02,82.98,18656391,1
2020/8/31,86.98,84.96,88.18,84.84,21545486,1
2020/9/1,86.95,93.45,93.45,86.27,39481047,1
2020/9/2,95.83,94.25,95.95,91.58,39724612,1
2020/9/3,92.83,92.54,95.11,92.1,22790915,1
2020/9/4,88.76,89.95,90.54,87.98,22213262,1
2020/9/7,89.44,94.69,97.45,89.36,41019206,1
2020/9/8,95.83,90.95,95.83,90.65,27922400,1
2020/9/9,87.97,85.95,88.66,84.81,26342355,1
2020/9/10,87.8,87.05,90.12,86.86,21717153,1
2020/9/11,87.81,91.15,91.15,87.18,20586685,1
2020/9/14,91.25,92.45,94.45,91.25,22395130,1
2020/9/15,93.96,101.25,101.7,93.45,57951165,1
2020/9/16,100.23,105.35,107.82,98.95,49403688,1
2020/9/17,105.46,115.88,115.88,105.1,60265307,1
2020/9/18,113.93,115.44,115.44,111.44,47399127,1
2020/9/21,115.94,105.72,119.26,104.29,58906603,1
2020/9/22,106.45,106.72,110.59,103.96,46311399,1
2020/9/23,108.95,110.34,110.95,106.25,38160035,1
2020/9/24,107.83,106.35,109.97,105.96,26625911,1
2020/9/25,108.15,105.04,109.73,103.75,32452578,1
2020/9/28,106.14,106.35,108.05,105.6,21198909,1
2020/9/29,108.54,107.84,109.46,104.2,27018114,1
2020/9/30,108.53,116.18,118.17,107.05,44442370,1
2020/10/9,123.04,120.29,126.08,119.14,55995864,1
2020/10/12,123.74,128.44,128.97,120.39,52835366,1
2020/10/13,127.94,129.23,131.81,124.94,46075833,1
2020/10/14,129.09,130.43,132.25,128.04,31062722,1
2020/10/15,134.53,131.48,137.66,131.26,40309505,1
2020/10/16,132.49,127.74,133.78,124.94,41374282,1
2020/10/19,127.94,128.02,129.74,126.24,22211740,1
2020/10/20,126.12,139.93,140.26,126.12,54195056,1
2020/10/21,137.92,137.43,139.63,134.1,38075785,1
2020/10/22,137.16,143.72,144.93,132,43460715,1
2020/10/23,141.95,138.6,145.71,136.43,40119514,1
2020/10/26,136.43,139.89,142.78,133.03,30995134,1
2020/10/27,137.35,140.21,141.43,135.76,29669406,1
2020/10/28,139.44,151.52,153.4,138.95,51823332,1
2020/10/29,147.84,158.3,166.68,147.84,63502314,1
2020/10/30,159.92,159.73,170.21,154.12,67362936,1
2020/11/2,160.83,167.9,168.67,160.42,52517407,1
2020/11/3,171.91,164,172.36,159.5,66194832,1
2020/11/4,166.92,167.95,170.24,162.92,46117931,1
2020/11/5,174.91,184.74,184.74,170.91,67443004,1
2020/11/6,189.41,190.34,198.75,179.8,80807174,1
2020/11/9,191.5,190.85,193.57,184.03,52527932,1
2020/11/10,186.77,182.49,186.79,176.79,63566801,1
2020/11/11,176.81,164.27,181.8,164.24,80607904,1
2020/11/12,167.92,169.25,173.21,165.7,58693370,1
2020/11/13,179.91,175.81,181.93,173.2,60949932,1
2020/11/16,170.94,169.93,171.41,163.42,54283738,1
2020/11/17,173.41,166.92,175.09,164.38,56869429,1
2020/11/18,165.8,166.92,169.1,162.17,41724222,1
2020/11/19,167.92,161.54,168.62,159.44,47029004,1
2020/11/20,164.57,175.97,177.15,163.14,70788163,1
2020/11/23,176.81,184.11,184.93,171.98,60432945,1
2020/11/24,191.67,184.1,194.89,180.62,64707631,1
2020/11/25,182.91,183.44,191.6,180.51,47409519,1
2020/11/26,183.52,175.73,184.71,171.14,49678711,1
2020/11/27,175.22,174.01,177.81,169.25,39767541,1
2020/11/30,171.41,172.06,176.65,165.93,37940293,1
2020/12/1,168.62,176.72,176.91,166.92,40176562,1
2020/12/2,171.01,169.66,172.41,167.92,49264823,1
2020/12/3,169.66,171,173.57,166.88,36576408,1
2020/12/4,171.51,171.77,178.71,170.31,39468764,1
2020/12/7,171.21,175.2,176.57,169.03,32234741,1
2020/12/8,178.01,177.88,181.91,176.61,44596670,1
2020/12/9,178.91,173.15,180.94,172.91,31587274,1
2020/12/10,167.92,169.44,171.57,165.94,37062198,1
2020/12/11,169.27,166.92,169.27,162.72,35505608,1
2020/12/14,166.72,170.11,170.79,162.92,30228371,1
2020/12/15,170.16,174.61,174.96,168.42,36239960,1
2020/12/16,175.91,171.78,176.61,170.81,23827324,1
2020/12/17,171.09,171.7,172.84,168.93,18986774,1
2020/12/18,172.41,175.91,180,171.13,48872998,1
2020/12/21,176.41,193.5,193.5,175.41,66813241,1
2020/12/22,192.88,183.91,192.88,183.57,58710459,1
2020/12/23,183.8,186.7,190.7,182.87,42729355,1
2020/12/24,184.91,182.91,184.91,179.91,26058411,1
2020/12/25,183.23,185.13,186.06,181.01,21143663,1
2020/12/28,184.21,187.84,190.27,182.51,30353640,1
2020/12/29,185.91,178.51,185.91,178.37,36135888,1
2020/12/30,180.57,185.91,191.85,180.57,51068697,1
2020/12/31,188.77,194.2,195.73,184.17,50537264,1
2021/1/4,188.91,206.66,211.05,187,58979713,1
2021/1/5,205.9,219.79,221.12,201.91,54557934,1
2021/1/6,219.61,216.19,222.07,211.89,43487004,1
2021/1/7,216.49,224.93,228.21,214.09,42881740,1
2021/1/8,232.88,227.4,234.2,220.59,42697230,1
2021/1/11,234.47,234.74,244.88,230.86,53452249,1
2021/1/12,231.68,236.87,239.63,219.89,43334171,1
2021/1/13,237.88,239.18,249.75,229.57,48058867,1
2021/1/14,231.88,223.84,235.33,222.23,44617858,1
2021/1/15,221.89,225.09,228.81,216.39,37723948,1
2021/1/18,219.89,221.58,223.89,216.15,26392157,1
2021/1/19,221.95,216.09,225.09,213.45,27638862,1
2021/1/20,219.79,221.89,226.19,217.9,38159228,1
2021/1/21,219.89,235.4,239.48,216.7,58600349,1
2021/1/22,235.6,242.8,243.54,231.39,42409928,1
2021/1/25,246.38,259.87,262.82,244.88,55966937,1
2021/1/26,256.87,254.09,262.46,250.86,39475324,1
2021/1/27,250.07,256.87,259.31,234.38,52161236,1
2021/1/28,245.85,244.24,252.37,242.86,32662541,1
2021/1/29,248.88,246.88,250.3,237.38,33615112,1
2021/2/1,244.88,246.77,250,238.88,26392674,1
2021/2/2,251.87,267.37,267.87,250.37,47133614,1
2021/2/3,267.97,262.87,273.23,260.17,38422204,1
2021/2/4,257.87,259.77,264.76,255.21,31050648,1
2021/2/5,261.87,248.88,268.15,247.38,48079142,1
2021/2/8,248.87,250.07,252.85,239.89,37264849,1
2021/2/9,252.97,256.87,258.89,247.38,37514225,1
2021/2/10,260.87,266.82,270.52,252.87,41914873,1
2021/2/18,268.73,258.86,268.73,255.2,47288252,1
2021/2/19,254.77,257.22,257.53,245.61,38277882,1
2021/2/22,256.47,239.4,256.53,239.33,42734506,1
2021/2/23,229.47,224.89,234.9,222.79,47674910,1
2021/2/24,224.89,208.89,228.48,203.5,67682431,1
2021/2/25,215.66,209.15,215.74,205.7,36971747,1
2021/2/26,196.4,197.17,203.9,193.9,50386849,1
2021/3/1,200.9,210.79,210.88,197.4,44451624,1
2021/3/2,214.54,211.29,215.69,205.12,38812282,1
2021/3/3,204.9,209.64,210.19,201.87,26319368,1
2021/3/4,204.9,198.4,205,197.2,34702379,1
2021/3/5,187.28,196.27,199.41,186.09,32548218,1
2021/3/8,196.27,176.64,197.23,176.64,59162467,1
2021/3/9,172.32,170.59,178.51,161.95,59950534,1
2021/3/10,179.91,177.1,181.79,175.69,43172349,1
2021/3/11,176.86,182.88,184.91,174.01,36801230,1
2021/3/12,186.08,181.59,187.9,178.81,30199954,1
2021/3/15,178.46,174.17,180.91,171.91,29575058,1
2021/3/16,177.49,176.38,179.01,173.28,19715519,1
2021/3/17,173.93,176.79,179.88,171.39,21381241,1
2021/3/18,178.7,178.46,180.54,177.19,20116517,1
2021/3/19,172.91,171.06,175.28,169.57,25835667,1
2021/3/22,172.24,173.71,175.39,169.92,18577600,1
2021/3/23,175.71,168.89,176.09,166.22,22676259,1
2021/3/24,167.91,162.66,169.16,161.92,24839376,1
2021/3/25,156.92,161.12,163.37,155.52,25631907,1
2021/3/26,162.93,170.9,171.91,162.82,32869502,1
2021/3/29,169.92,168.02,170.39,164.72,23484631,1
2021/3/30,160.92,168.92,168.92,159.02,33910081,1
2021/3/31,169.13,164.43,172.55,162.48,27028846,1
2021/4/1,167.92,168.99,171.81,166.93,30010817,1
2021/4/2,170.9,175.78,178.11,168.5,34970722,1
2021/4/6,176.71,176,179.15,172.71,25603814,1
2021/4/7,177.06,170.9,177.99,169.42,28184472,1
2021/4/8,168.92,170.39,171.41,167.04,16012329,1
2021/4/9,171.81,166.64,172.01,165.92,20509854,1
2021/4/12,166.65,163.38,169.31,162.52,20136890,1
2021/4/13,163.4,163.93,167.55,163.4,15865844,1
2021/4/14,166.92,170.86,170.91,166.92,29862280,1
2021/4/15,168.42,165.42,168.57,163.42,25003741,1
2021/4/16,165.32,165.22,166.32,160.25,23471705,1
2021/4/19,164.92,175.96,176.91,164.1,50760484,1
2021/4/20,174.91,171.15,174.91,169.69,37586536,1
2021/4/21,168.92,168.51,170.5,167.09,23060443,1
2021/4/22,169.91,168.63,171.69,167.14,19760745,1
2021/4/23,167.1,169.17,171.29,166.19,22894270,1
2021/4/26,169.91,167.42,172.91,167.17,31967428,1
2021/4/27,165.92,164.86,167.32,163.32,25576737,1
2021/4/28,164.78,165.42,168.46,162.88,21852147,1
2021/4/29,162.92,162.87,164.85,162.12,27599233,1
2021/4/30,161.41,158.49,162.12,156.63,36007956,1
2021/5/6,156.92,149.92,156.92,149.92,42337021,1
2021/5/7,148.05,143.88,149.88,143.32,37816987,1
2021/5/10,143.88,146.93,148.28,141.37,26086946,1
2021/5/11,143.63,146.49,148.69,140.9,26977513,1
2021/5/12,148.19,153.65,154.92,148.19,38485197,1
2021/5/13,150.67,148.92,150.92,148.49,21280272,1
2021/5/14,147.83,153.45,154.02,146.24,30042919,1
2021/5/17,155.35,159.7,160.8,154.37,36318454,1
2021/5/18,159.92,158.62,161.72,156.8,19504985,1
2021/5/19,159.82,172.69,173.91,159.8,59678990,1
2021/5/20,169.91,172.85,177.47,169.02,50013908,1
2021/5/21,173.92,173.11,177.9,170.01,33513343,1
2021/5/24,171.82,173.38,175.41,169.89,27185909,1
2021/5/25,174.91,176.43,177.91,172.61,33168907,1
2021/5/26,177.91,176.08,184.49,175.91,34575123,1
2021/5/27,178.91,177.36,179.59,174.41,23414342,1
2021/5/28,177.36,181.59,184.91,175.98,37138095,1
2021/5/31,175.17,178.61,179.02,170.09,43777251,1
2021/6/1,178.64,189.37,190.8,178.64,51386160,1
2021/6/2,189.9,186.41,191.75,185.11,29449720,1
2021/6/3,186.51,183.81,187.41,180.09,25092630,1
2021/6/4,181.52,189.31,191.9,180.43,32000873,1
2021/6/7,190.9,190.25,192.77,186.91,25464561,1
2021/6/8,193.9,202.71,205.5,193.15,55951891,1
2021/6/9,202.8,201.9,203.4,196.92,31671451,1
2021/6/10,201.95,214,215.94,200.9,44122140,1
2021/6/11,214.19,226.91,229.83,211.97,54035586,1
2021/6/15,231.42,232.2,237.68,224.76,51836048,1
2021/6/16,225.89,210.89,231.54,210.55,61848580,1
2021/6/17,210.85,231.98,231.98,210.72,52023825,1
2021/6/18,235.88,244.88,252.19,234.53,57218271,1
2021/6/21,243.76,242.46,249.43,232.01,43074218,1
2021/6/22,242.88,237.76,246.88,235.88,31658671,1
2021/6/23,232.88,243.18,249.67,232.38,39469837,1
2021/6/24,243.88,244.77,251.74,240.06,31244159,1
2021/6/25,246.88,244.87,248.54,237.88,29665100,1
2021/6/28,244.87,253.5,254.87,243.4,34744607,1
2021/6/29,257.27,253.17,259.47,249.87,30641107,1
2021/6/30,249.87,250.87,256.37,245.88,28555039,1
2021/7/1,250.87,236.48,252.37,235.48,42281473,1
2021/7/2,232.88,238.92,243.38,228.78,37444775,1
2021/7/5,235.92,249.42,249.87,235.45,32506404,1
2021/7/6,254.87,250.37,260.89,240.88,51817634,1
2021/7/7,243.88,254.96,258.47,240.76,38658026,1
2021/7/8,252.87,251.83,261.41,250.99,39410742,1
2021/7/9,250.75,248.7,254.86,241.76,36512994,1
2021/7/12,253.17,266.35,272.77,251.37,56033784,1
2021/7/13,266.36,264.97,269.59,260.09,27745293,1
2021/7/14,260.87,245.17,260.87,244.88,61302402,1
2021/7/15,238.88,236.28,243.43,229.88,55217534,1
2021/7/16,235.63,222.81,235.63,220.92,56302359,1
2021/7/19,219.89,223.86,231.87,214.19,37237381,1
2021/7/20,219.89,227.39,229.35,219,24687336,1
2021/7/21,231.08,241.11,244.87,229.89,47174756,1
2021/7/22,246.18,248.84,249.32,240.05,37496115,1
2021/7/23,247.32,258.55,261.87,244.96,46079316,1
2021/7/26,250.45,248.43,259.61,240.89,40463098,1
2021/7/27,245.88,238.59,257.75,237.08,37789655,1
2021/7/28,229.87,236.38,240.98,223.88,33236517,1
2021/7/29,246.82,257.07,257.17,242.7,42906604,1
2021/7/30,257.06,264.58,268.17,252,45822359,1
2021/8/2,275.86,291.03,291.03,273.16,62257098,1
2021/8/3,298.85,279.94,298.85,274.87,48959385,1
2021/8/4,282.87,307.94,307.94,281.86,53457424,1
2021/8/5,300.85,299.31,306.1,294.72,36900781,1
2021/8/6,313,303.48,317.3,298.5,45362627,1
2021/8/9,295,293.55,297.4,283,34162079,1
2021/8/10,293.56,292,302.31,282,33103516,1
2021/8/11,289,294.99,298.83,286.16,26399395,1
2021/8/12,293,308.98,313.38,289.37,38277898,1
2021/8/13,303,300.02,312.5,297.99,24690646,1
2021/8/16,297,285.4,297,285,30506701,1
2021/8/17,283.45,280.31,290.5,278,27205840,1
2021/8/18,285.41,283.66,288.09,278.19,22172302,1
2021/8/19,283.66,293.72,298.68,278.57,36167179,1
2021/8/20,289,285.09,293.6,282,24717320,1
2021/8/23,281.5,289.8,294.44,275.55,29582687,1
2021/8/24,292.79,298.25,302,290.05,27439906,1
2021/8/25,297.8,296.2,299.8,291,17914538,1
2021/8/26,297,282.5,298.77,282.5,26368159,1
2021/8/27,280.99,288.15,296.03,280,26288930,1
2021/8/30,277.44,281.97,288,273.96,41909234,1
2021/8/31,286.88,277,286.88,266.55,32966834,1
2021/9/1,277,266.3,277.97,257.6,28767422,1
2021/9/2,267.01,267,271.99,262.7,16524443,1
2021/9/3,267.01,254.11,271,250.4,28796413,1
2021/9/6,259.99,277.6,279,259,39778881,1
2021/9/7,277.6,275.95,281.11,273.27,20763353,1
2021/9/8,277.9,269.59,279.28,268.61,18257806,1
2021/9/9,272,271.71,279.58,265.8,21625641,1
2021/9/10,271.71,265.61,272.53,262.64,23875736,1
2021/9/13,268.33,261.36,271.98,259.18,21349179,1
2021/9/14,261.39,269.23,276,257.06,35469000,1
2021/9/15,267.89,261.15,270,260,21880911,1
2021/9/16,261.15,251,264.77,250.53,22080971,1
2021/9/17,253,255.12,257,250.49,13942107,1
2021/9/22,248,247.2,251.44,244.03,16341286,1
2021/9/23,253.83,249.92,257.52,248.88,14978418,1
2021/9/24,250.96,251.77,257.5,247,15826700,1
2021/9/27,254,252.5,257.49,246.8,17999094,1
2021/9/28,251.9,246.86,253.82,246.29,16244438,1
2021/9/29,243,236,244.88,235,24555481,1
2021/9/30,238.2,249.51,249.7,237.2,22503801,1
2021/10/8,257.98,253,259.98,250,19410395,1
2021/10/11,253.1,255.75,263.1,248,21197273,1
2021/10/12,255,257.01,262.9,253.01,21165134,1
2021/10/13,257.01,271.2,273.6,254.33,32197810,1
2021/10/14,271,272.94,275.99,268.14,17779932,1
2021/10/15,275,283.33,287.5,271,28784505,1
2021/10/18,284.25,285.92,288.63,280.04,21621378,1
2021/10/19,288,284.79,294.91,284,19385785,1
2021/10/20,286,290.6,295,285.24,21704509,1
2021/10/21,291,287.01,292.6,284.01,18062575,1
2021/10/22,292.2,300,301,289,33654868,1
2021/10/25,303.11,317.35,318.65,302.23,33518976,1
2021/10/26,330.5,319.01,333.33,317.76,31324434,1
2021/10/27,313,321.74,326.73,311.28,21906777,1
2021/10/28,319.61,307.98,323.8,305.4,29826714,1
2021/10/29,305.13,311.31,313.76,293.77,34715958,1
2021/11/1,301.41,302,308.41,293.82,28478587,1
2021/11/2,310,313.88,319.8,307.64,29008740,1
2021/11/3,313.13,303.01,313.85,299.86,19724814,1
2021/11/4,311.13,325,329,309.03,34996434,1
2021/11/5,324,314,327,313.01,19418326,1
2021/11/8,308.09,315,319.61,307,16984947,1
2021/11/9,315.05,320.69,329.97,315.05,20330504,1
2021/11/10,314,310.26,315.6,301.58,27487850,1
2021/11/11,313,311.99,316.99,308.05,13885150,1
2021/11/12,315.8,306.78,316.74,305.5,14888382,1
2021/11/15,306.78,294.94,306.78,290.44,22537224,1
2021/11/16,294,293.51,297.69,288,15180848,1
2021/11/17,300,296.85,303.24,294,16337775,1
2021/11/18,294.8,295.4,298.88,290,12909722,1
2021/11/19,295.72,296.82,300,288,17515864,1
2021/11/22,298.4,311,311.51,298.2,28702045,1
2021/11/23,307.88,308.48,309.73,303.98,15036257,1
2021/11/24,305.43,303.2,309.6,301,14193817,1
2021/11/25,303.2,298,304.49,291.3,17097144,1
2021/11/26,295,297.66,304.77,294.05,12249393,1
2021/11/29,291.8,304.46,307.07,289.93,20015675,1
2021/11/30,307,304.7,308,303,13178826,1
2021/12/1,305.2,305.32,307.5,300.38,10827864,1
2021/12/2,305,308.8,314.06,303.1,18007211,1
2021/12/3,306.99,306.9,309.8,298.86,21032715,1
2021/12/6,301,301.75,311.51,300.86,17880086,1
2021/12/7,306.01,294.8,306.35,291.08,22767860,1
2021/12/8,296.01,300.79,301,294.5,15438176,1
2021/12/9,300,299.5,300.63,297.03,11295711,1
2021/12/10,295.99,301.42,302.03,292.8,14487273,1
2021/12/13,302.99,298.4,303,298,14294124,1
2021/12/14,295.5,293.4,297.07,291.69,15711128,1
2021/12/15,293.41,293.35,295.5,291.71,9815036,1
2021/12/16,293,286.2,293.49,279,27866516,1
2021/12/17,284,278.98,285.88,278.61,15111815,1
2021/12/20,279.23,270.5,281.47,268.28,21784503,1
2021/12/21,270.5,276.21,276.78,269.41,14965305,1
2021/12/22,280.01,279.22,285.18,277.01,14444230,1
2021/12/23,282.03,279.99,284.9,277.16,12302134,1
2021/12/24,281.98,270,282,264.96,20996881,1
2021/12/27,269,267.03,271.54,266,10718995,1
2021/12/28,268.15,270.85,271,266.21,11854284,1
2021/12/29,272.15,269,272.22,263,14160304,1
2021/12/30,268,267.13,272.98,266,11732673,1
2021/12/31,273,268.12,274.19,267,11629197,1
2022/1/4,276,271,279.45,265.22,24466089,1
2022/1/5,264.55,253.26,266.48,251.72,30170891,1
2022/1/6,250,250.02,254.53,247.89,17590784,1
2022/1/7,251.8,246.5,252.96,245,16193355,1
2022/1/10,245,246.3,249.47,239.03,16214182,1
2022/1/11,246.28,239.09,246.28,237.8,21244147,1
2022/1/12,246,256,256,244.31,32360224,1
2022/1/13,257.74,255.31,258.56,248.61,21710390,1
2022/1/14,250.8,253.14,257.3,250,14954815,1
2022/1/17,253.02,266.49,267.49,253.02,24114466,1
2022/1/18,266.41,266.08,268.96,262.3,12505443,1
2022/1/19,265.95,252.97,267.88,250.31,23188180,1
2022/1/20,252.1,251.07,253.71,247,14998647,1
2022/1/21,251.08,250.4,255.74,246.33,11239432,1
2022/1/24,246.08,251.4,252.88,244.27,10837686,1
2022/1/25,248,240.31,251,240,17277223,1
2022/1/26,245,249.49,251.38,242.31,17444584,1
2022/1/27,247,241.27,249.3,241,13264963,1
2022/1/28,239.98,226.8,242,219.76,32437311,1
2022/2/7,240.79,244.4,249.28,238.01,25112453,1
2022/2/8,243,236.97,243,230.64,19903953,1
2022/2/9,239.05,245.18,246.4,235.03,19992864,1
2022/2/10,246.77,240.12,248,238.1,14628460,1
2022/2/11,236.05,230.19,240.12,228.5,19943926,1
2022/2/14,230.2,231.98,235,225,13319949,1
2022/2/15,232.18,238.31,239.96,232.18,15852428,1
2022/2/16,242,240.6,244.99,240.39,12872491,1
2022/2/17,242.24,245.41,248.74,239,19106386,1
2022/2/18,241,242.96,245.39,240,9910466,1
2022/2/21,241,241.89,245.8,239.64,10953804,1
2022/2/22,239,237.45,239,234.3,12545211,1
2022/2/23,241.9,252,252.52,239.01,29114890,1
2022/2/24,248.11,244.86,251.78,241.58,23821988,1
2022/2/25,249.9,247.84,252.38,247.83,14601353,1
2022/2/28,246.9,249.6,250.19,246,11829090,1
2022/3/1,255,251.78,256.61,249.25,17651958,1
2022/3/2,249,248.6,249.36,243.96,12124247,1
2022/3/3,249.52,245.21,250.86,244,9963340,1
2022/3/4,237.31,233.8,241.86,230,29170634,1
2022/3/7,226.89,223.61,227.69,220.02,23612920,1
2022/3/8,221.08,216.19,225.49,210,29149934,1
2022/3/9,217,223.59,223.6,210,25113522,1
2022/3/10,232.91,229.1,233.43,229,24834283,1
2022/3/11,222,229.85,231.79,220.02,18611604,1
2022/3/14,225,219,225,219,15084061,1
2022/3/15,211.13,212.8,222,209.43,19820362,1
2022/3/16,221,229.43,230,214.2,33376627,1
2022/3/17,240.38,234.9,240.88,234.66,31584430,1
2022/3/18,234.9,234.5,238.87,232.05,15054856,1
2022/3/21,240,245.38,248.87,238.17,27917768,1
2022/3/22,245,244.8,247.4,242.02,11507907,1
2022/3/23,250,247.17,251,246.27,14850096,1
2022/3/24,243.7,247.08,250,242.4,11368127,1
2022/3/25,247.1,235.31,248.96,234.01,20802373,1
2022/3/28,234.9,230.4,234.9,228.88,14310354,1
2022/3/29,232.92,231,236.5,228.8,13858731,1
2022/3/30,227,237.02,237.02,222.22,25125996,1
2022/3/31,234.21,229.8,235,226.89,16173143,1
2022/4/1,226.79,235.96,239.56,226.6,18294805,1
2022/4/6,245,241.9,246,239.61,20529330,1
2022/4/7,240,240,245.3,239.01,12269953,1
2022/4/8,240.01,243.98,246.5,239.1,17171897,1
2022/4/11,240,233,241.48,229.5,19307007,1
2022/4/12,232,238.16,238.56,231.2,12888867,1
2022/4/13,235.02,237,241.95,233.01,10967251,1
2022/4/14,242,241.29,244.99,240.87,13163750,1
2022/4/15,238.5,236.2,240,232.75,12923931,1
2022/4/18,234.79,239.1,241,230,11059238,1
2022/4/19,243.16,244.86,250.9,243.13,20778154,1
2022/4/20,247.66,241.78,248.33,240.86,13078093,1
2022/4/21,237.77,234.04,240.77,232.1,15404876,1
2022/4/22,230.01,235.4,235.66,229.06,10816219,1
2022/4/25,230,227.5,236.44,226.62,16188917,1
2022/4/26,228.99,231.81,235.85,228.43,15817620,1
2022/4/27,226.61,235.01,235.81,218.81,25434167,1
2022/4/28,234.6,231.98,235.5,230,14637213,1
2022/4/29,233.8,243,243.83,230.75,24816310,1
2022/5/5,246.2,248.8,252.39,241.77,25325879,1
2022/5/6,241.02,242.08,246,240.1,14548866,1
2022/5/9,231,232.73,236.89,231,17511635,1
2022/5/10,224.1,233.33,233.66,222.28,20969664,1
2022/5/11,232,252.7,256.66,231.5,45952571,1
2022/5/12,249.99,254.09,257.7,248.71,24115606,1
2022/5/13,259.8,270.08,271.5,255.91,36712061,1
2022/5/16,271.11,267.12,273,265.3,20236880,1
2022/5/17,268.98,282.5,285,268.5,29348903,1
2022/5/18,282.5,281.42,288,279,20530270,1
2022/5/19,275.31,284.51,285.35,274.3,17363651,1
2022/5/20,287.01,287.7,291.61,281.2,17868336,1
2022/5/23,292.7,295.2,298,287.81,25558816,1
2022/5/24,290,281,292.96,281,29049653,1
2022/5/25,281.26,287.2,288.65,278.03,23085773,1
2022/5/26,287.37,286.64,291.22,282.5,14309499,1
2022/5/27,292.95,288.88,297.61,286.65,15318685,1
2022/5/30,292,298.12,299.7,291.08,21852350,1
2022/5/31,300,295.91,300.96,293.51,17701119,1
2022/6/1,298,299.98,304.8,293.12,21691175,1
2022/6/2,296,301.02,305,295.22,17772777,1
2022/6/6,304,318.23,320.47,302.55,29475729,1
2022/6/7,318,314.89,319.87,311.11,20022089,1
2022/6/8,318.6,327.41,328.06,313.01,29051340,1
2022/6/9,334.03,322.41,334.8,321,30754172,1
2022/6/10,321.5,348.8,350,321.06,43824900,1
2022/6/13,346,348.8,358.86,340.6,36068132,1
2022/6/14,342,343.59,344.79,327.23,40478934,1
2022/6/15,343.97,335,346.23,332.52,30394787,1
2022/6/16,335.5,336,342.7,333.41,19017245,1
2022/6/17,330.1,338,341.2,327.07,26214759,1
2022/6/20,338.08,342.18,348.66,335.02,24541557,1
2022/6/21,339.76,341,341.8,332.2,19782739,1
